CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
90761464,3,2,N,M,42,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2018
9076244,1,1,Y,F,18,G,G,E,-,-,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,,,B,,-,-,2019
9076244,2,2,N,-,998,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,,,-,-,2019
9076399,1,1,Y,-,998,G,G,W,-,-,N,-,-,-,-,"- ",,,M,-,0,0,L,2014,JEEP,A,01,,,,-,-,2019
9076399,2,2,N,M,65,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
9083145,1,1,Y,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,D,22,,,,-,-,2020
9083145,2,4,N,M,26,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9083145,3,3,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2012,AUDI,A,01,,,,-,-,2020
9083568,1,2,Y,F,21,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,B,,-,-,2019
9083568,2,1,N,M,54,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2006,CHRYSLER,A,01,,B,,-,-,2019
9101298,1,1,Y,M,23,A,-,E,L,G,N,-,-,-,-,"- ",,,F,-,0,1,B,2001,-,A,01,,H,K,-,-,2020
9101298,2,1,N,F,25,A,-,N,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,B,,-,-,2020
9101298,3,2,N,F,55,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2020
9101796,1,1,Y,F,59,C,-,W,N,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2007,-,A,01,,B,,-,-,2020
9101796,2,4,N,F,24,A,-,S,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9105523,1,1,Y,M,77,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,01,,B,,-,-,2020
9105523,2,2,N,M,60,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2020
9106265,1,1,Y,M,60,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,1996,BUICK,A,01,,,,-,-,2020
9106265,2,4,N,M,27,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2020
9123743,1,1,Y,M,45,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2004,-,A,01,,H,,-,-,2020
9123743,2,2,N,F,69,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2020
9085464,1,1,Y,-,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,-,99,,,,-,-,2020
9085464,2,2,N,M,56,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2020
9129580,1,2,Y,M,55,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2020
9129580,2,1,N,M,21,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2007,-,A,01,,H,,-,-,2020
9108685,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,1999,-,A,01,,,,-,-,2020
9108685,2,2,N,F,37,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2020
9111169,1,1,Y,M,23,A,-,W,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,B,2012,HONDA,A,01,,A,,-,-,2020
9111169,2,4,N,M,60,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9112571,1,1,Y,F,55,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2018,-,-,,01,W,,-,-,2020
9112571,2,2,N,M,68,-,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9087510,1,1,Y,F,998,G,G,W,-,B,N,-,-,-,-,"- ",,,N,-,0,0,G,2000,-,A,01,,H,,-,-,2020
9087510,2,2,N,F,24,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
90875502,1,1,Y,M,49,B,-,E,M,G,Y,-,3,-,,31,22107,,A,-,0,0,R,2002,LEXUS,A,07,,A,,-,-,2018
90875502,2,3,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,1997,PLYMOUTH,A,08,,,,-,-,2018
90875502,3,3,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2018,GMC,D,22,,,,-,-,2018
90875502,4,2,N,M,36,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2018
90875502,5,2,N,M,36,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2018
9114563,1,2,Y,F,21,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9114563,2,1,N,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2020
9092067,1,4,Y,M,37,A,-,S,-,-,N,-,-,-,-,"- ",,,K,N,0,1,B,,-,L,04,,H,,-,-,2020
9092067,2,1,N,M,48,A,-,W,M,F,N,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,-,,,H,,-,-,2020
9077783,1,1,Y,F,31,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2015,-,A,01,,,,-,-,2020
9077783,2,2,N,M,59,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9094202,1,1,Y,M,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,D,,-,A,01,,B,,-,-,2020
9094202,2,2,N,M,58,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2020
9085462,1,1,Y,M,67,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2000,FORD,A,01,,B,,-,-,2020
9085462,2,2,N,M,47,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9094626,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,-,99,,,,-,-,2020
9094626,2,2,N,F,64,-,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2020
9098969,1,1,Y,-,998,G,G,E,M,B,Y,-,-,-,-,"- ",,,N,-,0,0,Q,2018,-,A,07,,,,-,-,2020
9098969,2,4,N,F,35,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9100486,1,1,Y,M,37,A,-,E,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,01,,W,,-,-,2020
9100486,2,2,N,M,42,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2020
91052421,1,2,Y,M,83,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,A,,-,-,2019
91052421,2,1,N,F,79,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,TOYT,A,01,,W,,-,-,2019
9122371,1,1,Y,M,51,B,-,W,L,G,N,-,3,-,,31,22107,,A,-,0,0,B,2018,-,A,07,,H,,-,-,2020
9122371,2,4,N,M,55,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2020
9122371,3,4,N,M,38,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2020
9122371,4,4,N,M,44,A,-,W,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2020
9122371,5,3,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,1968,FORD,A,01,,,,-,-,2020
9140776,1,1,Y,M,43,B,-,N,M,B,N,-,-,-,,31,22107,,A,-,0,0,E,1991,-,A,01,,B,,-,-,2020
9140776,2,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2015,-,A,01,,,,-,-,2020
9140776,3,2,N,F,97,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,,,-,-,2020
9112611,1,1,Y,M,75,A,-,E,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2001,-,A,01,,W,,-,-,2020
9112611,2,4,N,M,29,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9114608,1,1,Y,M,998,G,G,W,P,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2020
9114608,2,2,N,M,50,C,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9114640,1,1,N,-,998,G,G,-,M,B,,-,-,-,-,"- ",,,N,-,0,0,M,2020,-,A,07,,,,-,-,2020
9114640,2,2,N,F,22,G,G,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,,,-,-,2020
91152486,1,1,N,M,53,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,FREI,G,25,28,H,,-,-,2019
91152486,2,2,Y,M,26,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2019
9119446,1,1,N,M,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,D,,-,A,01,,,,-,-,2020
9119446,2,4,N,F,25,A,-,W,-,-,,-,-,-,-,"- ",,,E,-,0,1,B,,-,L,04,,W,,-,-,2020
9143236,1,1,Y,M,73,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2016,-,A,01,,B,,-,-,2020
9143236,2,2,N,F,42,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2020
9147211,1,1,N,F,34,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,B,,-,-,2020
9147211,2,4,N,M,47,D,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,R,,-,L,04,,H,,-,-,2020
9132314,1,2,Y,M,32,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9132314,2,1,N,M,59,A,-,N,M,-,Y,-,3,-,-,"- ",,,N,-,0,0,E,2011,-,A,01,,O,,-,-,2020
9134055,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,-,,-,A,01,,,,-,-,2020
9134055,2,2,N,M,74,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2020
9151477,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2020
9151477,2,4,N,M,49,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
91340609,1,5,N,-,998,H,H,N,-,-,O,-,3,-,-,"- ",,,I,-,0,0,A,2003,HONDA,A,01,,,,-,-,2020
91340609,2,1,N,M,59,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2007,SAAB,A,07,,A,,-,-,2020
91340609,3,2,N,M,28,G,G,N,-,-,O,-,3,-,-,"- ",,,-,-,1,0,-,,-,N,60,,W,,-,-,2020
91342175,1,2,Y,M,31,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,W,,-,-,2020
91342175,2,1,N,M,22,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,TOYO,A,01,,W,,-,-,2020
9156756,1,1,Y,F,27,A,-,N,M,B,Y,-,-,-,-,"- ",,,N,-,0,0,G,2014,-,A,01,,B,,-,-,2020
9156756,2,4,N,M,30,A,-,W,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2020
9134325,1,1,Y,-,998,G,G,S,N,B,,-,-,-,-,"- ",,,N,O,0,0,D,,-,G,25,31,,,-,-,2020
9134325,2,4,N,M,48,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2020
91358702,1,1,Y,M,37,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,TOYOTA,A,01,,A,,-,-,2020
91358702,2,2,N,M,27,A,-,E,-,-,O,-,3,-,-,"- ",,,I,N,0,1,-,,-,N,60,,W,,-,-,2020
91358702,3,5,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,I,N,0,0,A,2007,HONDA,A,01,,,,-,-,2020
91358702,4,5,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,I,-,0,0,A,2010,FORD,A,07,,,,-,-,2020
9161601,1,1,Y,M,69,A,-,N,N,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2017,-,A,01,,A,,-,-,2020
9161601,2,2,N,F,72,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2020
9136451,1,1,Y,F,72,G,G,N,M,-,Y,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,A,01,,W,,-,-,2020
9136451,2,4,N,F,59,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
91369438,1,2,Y,M,998,G,G,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
91369438,2,1,N,M,998,G,G,N,B,B,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,B,,-,-,2020
91379442,1,2,Y,M,998,G,G,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2020
91379442,2,1,N,-,998,G,G,W,B,B,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
91212488,1,2,N,M,38,G,G,-,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,W,,-,-,2020
91212488,2,1,N,-,998,G,G,N,B,B,N,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
9121519,1,2,Y,M,15,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2020
9121519,2,1,N,-,998,G,G,W,P,H,,-,-,-,-,"- ",,,N,-,0,0,B,,-,C,02,,,,-,-,2020
9140628,1,1,N,F,36,-,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2013,-,F,26,,H,,-,-,2020
9140628,2,2,N,F,17,-,-,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,H,,-,-,2020
9125803,1,1,Y,M,77,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2005,-,A,01,,W,,-,-,2019
9125803,2,2,N,F,54,C,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
9132161,1,1,Y,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2000,-,A,08,,,,-,-,2020
9132161,2,2,N,F,998,G,G,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2020
9153029,1,1,Y,-,998,G,G,S,B,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2020
9153029,2,2,N,F,49,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9143280,1,1,N,M,34,A,-,N,M,B,Y,-,-,-,-,"- ",,,N,-,0,0,E,2018,-,A,01,,,,-,-,2020
9143280,2,2,N,F,65,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2020
9178332,1,1,Y,-,998,G,G,N,B,-,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2020
9178332,2,4,N,M,59,A,-,N,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9178333,1,1,Y,M,998,G,G,N,N,B,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2020
9178333,2,4,N,M,37,D,-,E,-,-,N,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9143293,1,2,Y,M,998,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2020
9143293,2,1,N,M,54,A,-,N,M,F,Y,-,-,-,-,"- ",,,N,-,0,0,-,2017,-,A,01,,W,,-,-,2020
9120545,1,1,Y,M,998,G,G,S,L,B,N,-,-,-,-,"- ",,,N,-,0,0,B,2010,-,A,01,,B,,-,-,2020
9120545,2,2,N,M,51,G,G,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,N,60,,B,,-,-,2020
9138070,1,4,Y,M,13,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9138070,2,1,N,M,33,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,L,2008,-,A,01,,A,,-,-,2020
9138640,1,1,Y,M,998,G,G,S,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,2009,-,A,01,,,,-,-,2020
9138640,2,1,N,M,35,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,FORD,A,01,,B,,-,-,2020
9138640,3,3,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2000,-,A,08,,,,-,-,2020
9138640,4,2,N,M,60,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9139403,1,1,Y,F,24,A,-,N,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,B,2008,-,A,01,,W,,-,-,2020
9139403,2,2,N,M,66,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9139415,1,4,Y,F,27,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9139415,2,1,N,M,28,A,-,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,E,1996,JEEP,A,01,,W,,-,-,2020
9167391,1,2,Y,M,4,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2020
9167391,2,1,N,F,21,A,-,S,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2006,AUDI,A,01,,B,,-,-,2020
91701356,1,4,Y,M,55,-,E,W,-,V,O,-,3,-,-,"- ",,,N,-,1,0,Q,,HARO,L,04,,B,,-,-,2021
91701356,2,1,N,F,29,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,ACUR,A,01,,B,,-,-,2021
91725103,1,2,Y,F,28,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2022
91725103,2,1,N,-,998,G,G,S,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2022
9150249,1,1,Y,F,76,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2003,FORD,A,07,,W,,-,-,2020
9150249,2,2,N,F,45,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,N,,-,N,60,,A,,-,-,2020
9150249,3,3,N,-,998,H,H,E,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2004,-,D,22,,,,-,-,2020
9150249,4,3,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2016,-,A,01,,,,-,-,2020
91509314,1,1,Y,M,46,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,KW,F,25,,B,,-,-,2021
91509314,2,2,N,M,21,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2021
91509314,3,3,N,-,998,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2000,GMC,D,22,,,,-,-,2021
9178217,1,1,Y,F,70,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2018,-,A,07,,B,,-,-,2020
9178217,2,2,N,F,65,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2020
9156651,1,2,N,M,58,H,H,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,B,,-,-,2020
9156651,2,1,N,M,31,A,-,S,-,-,Y,-,-,-,-,"- ",,,N,-,0,0,B,2003,-,A,01,,H,,-,-,2020
9156758,1,1,Y,F,41,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2020,-,A,01,,H,,-,-,2020
9156758,2,2,N,M,56,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2020
9178360,1,1,Y,F,69,A,-,-,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2011,-,A,01,,W,,-,-,2020
9178360,2,2,N,M,67,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2020
9144414,1,1,Y,F,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,W,,-,-,2020
9144414,2,4,N,F,20,A,-,S,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
91462774,1,2,N,M,25,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2021
91462774,2,1,Y,-,998,G,G,E,B,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2021
9163685,1,1,Y,-,998,G,G,S,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
9163685,2,2,N,M,76,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2020
91464915,1,2,Y,M,46,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2020
91464915,2,1,N,-,998,G,G,E,B,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
91638760,1,1,N,M,20,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,HOND,A,01,,A,,-,-,2021
91638760,2,5,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,I,-,0,0,A,2005,CHEV,A,08,,,,-,-,2021
91638760,3,2,N,F,22,B,-,S,-,-,O,-,3,-,-,"- ",,,I,-,1,0,-,,-,N,60,,H,,-,-,2021
9199236,1,2,Y,M,24,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,B,,-,-,2020
9199236,2,1,N,M,54,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2000,-,A,01,,B,,-,-,2020
9182290,1,1,Y,M,998,G,G,S,M,B,N,-,-,-,-,"- ",,,N,-,0,0,D,2006,-,A,01,,B,,-,-,2020
9182290,2,4,N,M,16,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9199857,1,1,Y,F,998,D,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,0,O,,-,A,01,,B,,-,-,2020
9199857,2,4,N,F,24,A,-,E,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
91772620,1,2,Y,M,33,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2022
91772620,2,1,N,F,36,A,-,W,M,C,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,HOND,A,08,,B,,-,-,2022
91592618,1,1,Y,M,20,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,2011,AUDI,A,01,,H,,-,-,2021
91592618,2,3,N,-,998,H,H,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2015,INFI,A,07,,,,-,-,2021
91592618,3,2,N,F,31,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2021
9163125,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,D,2015,JEEP,A,01,,,,-,-,2020
9163125,2,2,N,F,53,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2020
91812688,1,1,N,M,41,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,SCIO,A,01,,A,,-,-,2022
91812688,2,2,Y,M,33,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2022
9163216,1,4,Y,M,33,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9163216,2,1,N,F,47,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,-,A,07,,W,,-,-,2020
9181622,1,1,Y,M,64,A,-,W,M,D,Y,-,3,-,-,"- ",,,N,-,0,0,E,2017,-,D,22,,W,,-,-,2020
9181622,2,2,N,M,64,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9182341,1,1,Y,M,23,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,G,2000,-,A,01,,H,,-,-,2020
9182341,2,2,N,F,56,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2020
9182455,1,2,Y,M,29,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
9182455,2,1,N,F,57,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2016,-,A,01,,B,,-,-,2019
9210125,1,4,Y,M,12,A,-,N,-,-,N,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,O,,-,-,2020
9210125,2,1,N,F,34,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2018,-,A,01,,B,,-,-,2020
9182457,1,1,Y,-,998,G,G,E,M,B,N,-,-,-,-,"- ",,,N,-,0,0,B,2000,-,A,01,,B,,-,-,2020
